id|nome|lat|lon|codeserc|tipologia|indirizzo|cap|comune|provincia|stelle|email|url|telefono|
17367|AURELIA RTA|44.015595599999997|10.1559484|045011RTA0012|Residenze Turistico Alb.|Via Garbuio, 24 - Loc. Debbia|54038|Montignoso|MS|2|aureliarta@gmail.com||0039-0585-348678|
17686|SOLEMAR|43.982832600000002|10.150537999999999|045011STB0001|Stabilimenti Balneari|Viale IV novembre - Loc. Cinquale|54038|Montignoso|MS|0|solemarcinquale@gmail.com||0039-0585-807822|
17688|BERNINA|43.982832600000002|10.150537999999999|045011STB0002|Stabilimenti Balneari|Viale IV Novembre, 14 - Loc. MONTIGNOSO - CINQUALE|54038|Montignoso|MS|0|||0039-0585-309498|
17650|ALPEMARE|43.982832600000002|10.150537999999999|045011STB0003|Stabilimenti Balneari|Viale IV Novembre, 4 - Loc. Cinquale|54038|Montignoso|MS|0|info@alpemare.it||0039-0585-809629|
17482|L' APPRODO|43.982832600000002|10.150537999999999|045011STB0004|Stabilimenti Balneari|Viale IV Novembre, 12 - Loc. Cinquale|54038|Montignoso|MS|0|approdo65@gmail.com||0039-0585-093026|
17483|BELMARE|43.982832600000002|10.150537999999999|045011STB0005|Stabilimenti Balneari|Viale IV Novembre, 32 - Loc. Cinquale|54038|Montignoso|MS|0|contatti@bagnobelmare.com|www.bagnobelmare.com|0585-309496|
17659|LA CAPANNINA|43.978940399999999|10.1423199|045011STB0006|Stabilimenti Balneari|Viale IV Novembre, 24 - Fraz. Cinquale|54038|Montignoso|MS|0|enbruni@hotmail.com||0039-0585-309479|
17577|SUNSET - CINQUALE 1|43.979052500000002|10.1419332|045011STB0007|Stabilimenti Balneari|Viale IV Novembre, 20 - Loc. Cinquale|54038|Montignoso|MS|0|sunsetcinquale@gmail.com||0039-0585-807262|
17516|STEFANELLA|43.980502000000001|10.140062|045011STB0008|Stabilimenti Balneari|Via IV Novembre, 10 - Loc. Montignoso - Fraz. Cinquale|54038|Montignoso|MS|0|||0039-0585-309984|
17700|PARK|43.982832600000002|10.150537999999999|045011STB0009|Stabilimenti Balneari|Viale IV novembre, 8 - Loc. Cinquale|54038|Montignoso|MS|0|andrea6029@hotmail.it||0039-0585-807422|
17552|EDEN|43.982832600000002|10.150537999999999|045011STB0010|Stabilimenti Balneari|Viale IV novembre, 6 - Loc. Cinquale|54038|Montignoso|MS|0|delfreo.anna@postecert.it||0039-0585-309100|
17526|GIULIANA|43.982832600000002|10.150537999999999|045011STB0011|Stabilimenti Balneari|Viale IV Novembre, 22 - Loc. Cinquale|54038|Montignoso|MS|0|info@bagnogiuliana.it||0039-0585-340396|
17691|GALLIANO|43.977621999999997|10.143127|045011STB0012|Stabilimenti Balneari|Via IV Novembre,16 - Loc. Cinquale|54038|Montignoso|MS|0|bagnogalliano@virgilio.it||0039-0585-309024|
17647|CINQUALE III|43.982832600000002|10.150537999999999|045011STB0013|Stabilimenti Balneari|Viale IV Novembre, 30 - Loc. Cinquale|54038|Montignoso|MS|0|marioangeloni@libero.it||347-4476585|
17699|BEATRICE|44.024133599999999|10.137471700000001|045011STB0014|Stabilimenti Balneari|IV NOVEMBRE 18|0|Montignoso|MS|3|||0585805252807860|
17498|BEACH CLUB|43.982832600000002|10.150537999999999|045011STB0015|Stabilimenti Balneari|Viale IV Novembre, 18 - Loc. MONTIGNOSO - CINQUALE|54038|Montignoso|MS|0|segreteria@beachclubversilia.it|www.beachclubversilia.it|0039-0585-807876|
13923|CA' DEL BOSCO|44.328729443186504|9.8999261856079102|045012AAT0001|Agriturismi|Loc. Bosco - Fraz. Arpiola di Mulazzo|54026|Mulazzo|MS|0|info@agriturismocadelbosco.com|www.agriturismocadelbosco.com|0039-0187-439610|
13890|IL CARGEDO|44.276207300000003|9.9348080000000003|045012AAT0002|Agriturismi|LOC. CARGEDO CANOSSA - Fraz. Campoli|54026|Mulazzo|MS|0|info@ilcargedo.it|www.ilcargedo.it|0039-0187-450510|
13770|CA' DI ROSSI|44.329887999999997|9.8838369999999998|045012AAT0003|Agriturismi|LOC. BUSATICA|54026|Mulazzo|MS|0|info@cadirossi.it|www.cadirossi.it|0039-338-2085818|
13964|EREMO DI SAN MATTEO|44.267149699999997|9.9461583999999998|045012AAT0004|Agriturismi|Centro, 10 - Fraz. Lusuolo|54026|Mulazzo|MS|0|bazzasas@libero.it|www.ilposticcio.it|0039-0187-493102|
14025|SAUDON|44.314839399999997|9.8883557999999994|045012AAT0006|Agriturismi|Via MADONNA DEL MONTE - Loc. Monteguzzo - Fraz. Pozzo di Mulazzo|54026|Mulazzo|MS|0|agriturismo-saudon@libero.it|www.agriturismosaudon.it|0039-0187-439400|
14056|IL MONTALE|44.279989631410686|9.927220344543457|045012AAT0007|Agriturismi|LOC. MONTALE 2 - Loc. Canossa|54026|Mulazzo|MS|0|agriturismo-montale@hotmail.it|www.agriturismoilmontale.it|0039-0187-450525|
14054|PARK HOTEL LA PINETA|44.313340230092848|9.9122167366759868|045012ALB0001|Alberghi - Hotel|Via CRAVILLA 50 - Loc. Cravilla|54026|Mulazzo|MS|3|info@lapinetacravilla.com|www.lapinetacravilla.com|0039-0187-850509|
13979|EL CARACOL|44.314681899999997|9.8895329000000007|045012ALB0002|Alberghi - Hotel|Via Pineta, 3|54026|Mulazzo|MS|2|marconovoa@libero.it||0039-0187-439707|
14012|IL RUSTICHELLO|44.320114099999998|9.8615031000000002|045012ALB0003|Alberghi - Hotel|Via Crocetta, 2 - Loc. Crocetta|54026|Mulazzo|MS|3|info@locandarustichello.it|www.locandarustichello.it|0039-0187-439652|
13967|GERLA D'ORO|44.296785399999997|9.8429707000000004|045012ALB0004|Alberghi - Hotel|VIALE EINAUDI - Loc. Montereggio|54026|Mulazzo|MS|2|aprampolini@libero.it||0039-0187-839316|
13915|IL CASALE AL LAVAGGIO|44.306305399999999|9.9237186000000008|045012ALL0001|Alloggi Privati||54026|Mulazzo|MS|0||||
14072|LA PULCE DORATA B&B|44.315259400000002|9.8898793000000005|045012ALL0003|Alloggi Privati|Via EUGENIO BIANCHI 8 - Loc. Mulazzo|54026|Mulazzo|MS|0|info@lapulcedorata.com|www.lapulcedorata.com|0039-0187-439698|
14071|IL CANTUCCIO|44.315259400000002|9.8898793000000005|045012ALL0004|Alloggi Privati|STRADA TEGLIA-BUSATICA 10 - Loc. MULAZZO|54026|Mulazzo|MS|0|vilmabianchi@yahoo.it||0039-0187-439654|
17862|B&B IL RIFUGIO DEL PELLEGRINO|44.314038052267506|9.923701286315918|045012ALL0005|Alloggi Privati|San Benedetto, 23 - Loc. MULAZZO - Fraz. Groppoli|54026|Mulazzo|MS|0|beb.il.pellegrino@gmail.com|bebilrifugio.altervista.org|0039-0000-00000000|
17868|Locanda di campagna|44.3301734|9.8836607999999995|045012ALL0006|Alloggi Privati|Castagnetoli Ponte Taglia, 2 - Loc. MULAZZO - Fraz. Piano di Busatica|54026|Mulazzo|MS|0|info@locandadicampagna.com|www.locandadicampagna.com|0039-348-7835670|
19298|LA COSTA DI GAVEDO|44.302351259424945|9.9157469217651624|045012ALL0007|Alloggi Privati|Via Gavedo, 1 - Loc. Gavedo|54026|Mulazzo|MS|0|info@lacostadigavedo.it|www.lacostadigavedo.it|0039-0187-850634|
14074|LO SPINO SECCO|44.315259400000002|9.8898793000000005|045012CAV0001|Case per Vacanze|Via SDRUCCIOLO AL CASTELLO - Loc. Mulazzo|54026|Mulazzo|MS|0|info@spinosecco.com|www.spinosecco.com|0039-333-2952088|
25754|CORIANA APARTMENTS & VILLAS|44.315259400000002|9.8898793000000005|045012CAV0002|Case per Vacanze|S.P. - Loc. Coriana|54026|Mulazzo|MS|0|info.coriana@gmail.com|www.coriana-apartments.com|339-6306704|
13879|DA GAMBIN|44.209582500000003|9.9250304000000007|045013AFR0002|Affittacamere|Via BARCO 18 - Fraz. Barco|54010|Podenzana|MS|0|dagambin@arpp.it|www.arpp.it|0039-0187-410106|
13957|MIRADOR|44.2077442|9.9425769000000006|045013ALB0001|Alberghi - Hotel|Via Casalina|54010|Podenzana|MS|2|daniroc@libero.it||0039-0187-410064|
13776|La Greppia|44.191146699999997|9.8635853000000004|045013ALB0002|Alberghi - Hotel|Via PAGLIADICCIO - Loc. Montedivalli|54010|Podenzana|MS|3|info@lagreppia.it|www.lagreppia.it|0039-0187-945117|
17528|LA LUNA DI GIULIA|44.207370300000001|9.9431481000000002|045013ALL0001|Alloggi Privati|Via Bora, 2 - Loc. Podenzana|54010|Podenzana|MS|0|info@lalunadigiulia.it|www.lalunadigiulia.it|0039-0187-410340|
20512|DONATELLA|44.193641700000001|9.8602817999999992|045013ALL0002|Alloggi Privati|Casa Borsi, 11 - Loc. Casa Borsi|54010|Podenzana|MS|0|donatella.bartoletti1953@gmail.com||0039-0187-945158|
19523|TERRA DI CENISOLA|44.218219300000001|9.8765080000000012|045013CAV0001|Case per Vacanze|Loc. Montedivalli - Fraz. Genicciola|54010|Podenzana|MS|0|info@terradicenisola.it|www.terradicenisola.it|0039-0187-952018|
20719|LUCE STELLATA|44.191247182365316|9.8705895931152554|045013CAV0002|Case per Vacanze|Serralta, 40 - Loc. Montedivalli - Fraz. Serralta|54010|Podenzana|MS|0|info@lucestellata.it|www.lucestellata.it|0039-349-2882371|
25182|LUNA COTTAGE|44.209571599999997|9.9452612000000045|045013CAV0004|Case per Vacanze|Via Posticcio, 14|54010|Podenzana|MS|0|info@lunacottage.it|www.lunacottage.it|338-7337607|
13714|COSTA D'ORSOLA|44.371290399999999|9.8815978999999992|045014AAT0001|Agriturismi|Orsola|54027|Pontremoli|MS|0|info@costadorsola.it||0187-833332|
13868|SCORANO  - ANGIOLINI ALBA|44.371290399999999|9.8815978999999992|045014AAT0004|Agriturismi|SCorano, 0 - Fraz. Scorano|54027|Pontremoli|MS|0||||
13877|PRATO FRANCO|44.371290399999999|9.8815978999999992|045014AAT0007|Agriturismi|Mazzini, 16 - Fraz. Prato Franco|54027|Pontremoli|MS|0|info@pratofranco.it|www.pratofranco.it|0039-0187-830173|
13998|PODERE BENELLI|44.346742399999997|9.8786020000000008|045014AAT0008|Agriturismi|Via OPPILO - Loc. Oppilo|54027|Pontremoli|MS|0|poderebenelli@libero.it|www.poderebenelli.it|0039-338-9104330|
13816|IL GLICINE E LA LANTERNA|44.3870152|9.8573894000000006|045014AAT0009|Agriturismi|Querceta - Fraz. Vignola|54027|Pontremoli|MS|0|info@glicine-lanterna.it|www.glicine-lanterna.it|0039-0187-460050|
14002|PODERE ROTTIGLIANA|44.364232800000003|9.9012404000000007|045014AAT0010|Agriturismi|Rottigliana, 12 - Fraz. Rottigliana|54027|Pontremoli|MS|0|info@podererottigliana.com|www.podererottigliana.com|0039-333-5927240|
13876|IL PARADISO|44.403871000000002|9.8794743999999994|045014AAT0014|Agriturismi|Via COSTA S. NICCOLO'|54027|Pontremoli|MS|0|info@agriparadiso.it|www.agriparadiso.it|0039-349-6857224|
13937|CA' COPIADO|44.371290399999999|9.8815978999999992|045014AAT0017|Agriturismi|Copiado - Loc. Montelungo - Fraz. Loc. Copiado Km 53800|54027|Pontremoli|MS|0|cacopiado@libero.it|www.aziendaagrariacopiado.it|0039-347-9366939|
13824|MULINO LA SERRA|44.3870152|9.8573894000000006|045014AAT0018|Agriturismi|Via VIGNOLA 4 - Fraz. Vignola|54027|Pontremoli|MS|0|az.agr.laserra@alice.it|www.mulinolaserra.it|0039-0187-940090|
13728|CA' DEL LUPO|44.409642608663255|9.872889518737793|045014AAT0020|Agriturismi|case sparse, 11 - Loc. Traverde|54027|Pontremoli|MS|0|info@agricadellupo.it|www.agricadellupo.it|0039-338-9238373|
17829|AGRITURISMO LUCCHETTI FERRARI|44.383072470162411|9.8900985717773438|045014AAT0021|Agriturismi|Costa San Nicolò, 23 - Loc. PONTREMOLI - Fraz. Paradiso|54027|Pontremoli|MS|0|lucchettiferrari@gmail.com|www.lucchettiferrari.it|0039-0187-830571|
17826|AGRITURISMO FILIPPI|44.346742399999997|9.8786020000000008|045014AAT0022|Agriturismi|Oppilo, 00 - Loc. PONTREMOLI - Fraz. Oppilo|54027|Pontremoli|MS|0|agriturismofilippi@virgilio.it||0039-377-1141020|
17831|LA LUNA E I FALO'|44.341888300000001|9.8670860000000005|045014AAT0023|Agriturismi|Careola, 20 - Loc. PONTREMOLI - Fraz. Careola|54027|Pontremoli|MS|0|filippocattaneo@libero.it|www.lunaefalo.it|0039-320-5555561|
20716|DELLA ZOPPA ANNALISA|44.389841400000002|9.9028603000000004|045014AAT0024|Agriturismi|Arzengio|54027|Pontremoli|MS|0|annalisadellazoppa88@gmail.it||0039-333-28322936|
21884|SCOLARI ANGELA|44.371290399999999|9.8815978999999992|045014AAT0025|Agriturismi|Costa Santa Cristina - Loc. Costa|54027|Pontremoli|MS|0|||349-2696155|
14052|PINELLI LAURA & GIACOMO|44.448002700000004|9.9086431000000008|045014AFR0001|Affittacamere|Cisa, 63 - Loc. MONTELUNGO|54027|Pontremoli|MS|0|info@anticatrattoriapinelli.com|www.anticatrattoriapinelli.com|0039-0187-436135|
13887|ZAMMARIONI MARIA TERESA|44.371290399999999|9.8815978999999992|045014AFR0002|Affittacamere|Via GRAVAGNA SAN ROCCO 24 - Loc. PONTREMOLI - Fraz. Gravagna|54027|Pontremoli|MS|0|||0039-0187-436069|
13748|B&B EREMO GIOIOSO|44.42085787638041|9.9345092851806385|045014AFR0006|Affittacamere|Via VERSOLA 4 - Loc. Previde'|54027|Pontremoli|MS|0|info@eremogioioso.it|www.eremogioioso.it|0039-0187-915598|
25781|LOCANDA DEL PELLEGRINO|44.447832599999998|9.9084711999999993|045014AFR0007|Affittacamere|Via Montelungo Superiore, 63 - Loc. Montelungo|54027|Pontremoli|MS|0|locandadelpellegrino@libero.it||389-9371763|
13746|NAPOLEON|44.375124599999999|9.8787208|045014ALB0002|Alberghi - Hotel|Piazza Italia, 2 bis|54027|Pontremoli|MS|3|info@hotelnapoleon.net|www.hotelnapoleon.net|0039-0187-830544|
17074|CA' DEL MORO RESORT|44.385181043546112|9.8670744895935059|045014ALB0008|Alberghi - Hotel|Via Giovanni Bellotti, 10|54027|Pontremoli|MS|4|info@cadelmoro.it|www.cadelmororesort.it|0039-0187-832202|
13810|FRANCESCA & CLEO|44.3781064|9.8823650000000001|045014ALL0002|Alloggi Privati|Via Piagnaro, 3|54027|Pontremoli|MS|0|francescabardini@virgilio.it||0039-339-5970871|
13743|PODERE BRAMAPANE|44.375556500000002|9.8783016999999997|045014ALL0003|Alloggi Privati|Loc. CARGALLA CASE SPARSE 24 - Loc. PONTREMOLI - Fraz. Cargalla|54027|Pontremoli|MS|0|info@poderebramapane.it|www.poderebramapane.it|0039-0187-836407|
17075|CA' BATTISTA|44.4464651400816|9.9096465110778809|045014ALL0004|Alloggi Privati|Montelungo Inferiore, 63 - Loc. Montelungo|54027|Pontremoli|MS|0|bbcabattista@libero.it||327-8387687|
17372|B&B IL GIARDINO DI ROSMARINO|44.341804500000002|9.8476850000000002|045014ALL0005|Alloggi Privati|Via Case Sparse, 6 - Fraz. Strada per Arzelato|54027|Pontremoli|MS|0|ilgiardinodirosmarino@yahoo.it|www.ilgiardinodirosmarino.com|0039-0187-1835137|
24012|AI CHIOSI B&B|44.381366900000003|9.8743902000000006|045014ALL0008|Alloggi Privati|Via Chiosi, 15|54027|Pontremoli|MS|0|aichiosibb@gmail.com|www.aichiosi.it|340-2357383|
26058|DA MARIETTA|44.371290399999999|9.8815978999999992|045014BBI0001|Bed & Breakfast impr||54027|Pontremoli|MS|0||||
13951|GHIAIA E PISCIARA|44.254572799999998|9.9117791000000004|045015AAT0003|Agriturismi|bola, 30 - Loc. Barbarasco - Fraz. Ghiaia|54012|Tresana|MS|0||||
13992|AL POZZO|44.240243599999999|9.9486033000000003|045015AAT0005|Agriturismi|Via PAESE 103 - Loc. Barbarasco|54012|Tresana|MS|0|||0039-339-7419404|
25181|CASTELLO DELLA MUGAZZENA|44.254572799999998|9.9117791000000004|045015AAT0006|Agriturismi|Tresana Paese, 103|54012|Tresana|MS|5|loco2387@icloud.com|www.castellodellamugazzena.it|0039-0197-1859736|
13769|FRESOLI |44.241528099999996|9.9477531999999993|045015AFR0001|Affittacamere|ROMA N.193|54012|Tresana|MS|0||||
13949|MAURO|44.240243599999999|9.9486033000000003|045015ALB0001|Alberghi - Hotel|Via Roma, 223 - Loc. Barbarasco|54012|Tresana|MS|3|ristorante.mauro@libero.it|www.albergoristorantemauro.it|0039-0187-477464|
17373|CA' D' ROMEO|44.255333299999997|9.9139073999999994|045015ALL0001|Alloggi Privati|Loc. Tassonarla, 33 - Loc. TRESANA - BARBARASCO - Fraz. Ricc?|54012|Tresana|MS|0|cipo.1979@libero.it|www.cadromeo.com|0039-329-6236732|
13703|PIAGGIO CORNEDA|44.2951567|9.9506484000000004|045016AAT0004|Agriturismi|Loc. Corneda|54028|Villafranca in Lunigiana|MS|0|ilpiaggio@libero.it|www.agriturismoilpiaggio.com|0039-0187-490030|
14028|I POGGI|44.27216|9.9900599999999997|045016AAT0007|Agriturismi|poggi, 10|54028|Villafranca in Lunigiana|MS|0|agripoggi@yahoo.it|www.borghitoscani.com|0039-333-2738770|
13815|FOLLONI NADIA - Locanda Gavarini|44.2951567|9.9506484000000004|045016AFR0001|Affittacamere|Via BENEDICENTI 48 - Loc. Mocrone|54027|Villafranca in Lunigiana|MS|0|info@locandagavarini.it|www.locandagavarini.it|0039-0187-493115|
13759|LE MURA DI IROLA|44.340432|9.9597119999999997|045016AFR0002|Affittacamere|Via DEL BORGO 19 - Loc. Irola di Sotto|54028|Villafranca in Lunigiana|MS|0|info@affittintoscana.it|www.affittintoscana.it|0039-348-3348225|
21591|LA CERRETA|44.304772|9.9650207999999996|045016ALL0003|Alloggi Privati|Via Cerreta - Loc. Cerreta - Fraz. Filetto|54028|Villafranca in Lunigiana|MS|0|barsottimario@gmail.com||0039-0187-495198|
23017|CAMERA CON VISTA|44.297122999999999|9.9719946999999998|045016ALL0004|Alloggi Privati|Don Calzolari 66 - Fraz. Virgoletta|54028|Villafranca in Lunigiana|MS|0|clelia55@hotmail.it||0039-333-7003712|
25753|L'ALTRA TOSCANA|43.843153999999998|10.5027901|045016ALL0005|Alloggi Privati|Piazza San Michele, 4 - Loc. Fornoli|54028|Villafranca in Lunigiana|MS|0|info@canzonisumisura.it||0039-0187-490106|
13869|IL CASTAGNETO|44.308540999999998|9.9464824000000007|045016CAM0001|Campeggi|Via Nazionale, 2 - Loc. Filetto|54028|Villafranca in Lunigiana|MS|2|info@campingilcastagneto.it|www.campingilcastagneto.it|0039-0187-493492|
17370|GREDO|44.301614100000002|9.9607627999999995|045016CAV0001|Case per Vacanze|Piazza Immacolata, 30 - Loc. VILLAFRANCA IN LUNIGIANA - Fraz. Filetto|54028|Villafranca in Lunigiana|MS|0|capponi67@alice.it|www.appartamentigredo.com|0039-050-384079|
20126|MULINO MARGHEN|44.348529999999997|9.7717027000000005|045017AAT0004|Agriturismi|Noce|54029|Zeri|MS|0|adrianac.murphy73@gmail.com|www.mulinomarghen.com|0039-0187-447431|
20645|ARENA TIZIANA|44.355437999999999|9.7252448999999999|045017AAT0005|Agriturismi|Adelano|54029|Zeri|MS|0|tiziana.arena76@gmail.com||0039-331-9236561|
20662|CASTELLO DI PORIELI ALICE|44.345582800000003|9.7514889|045017AAT0006|Agriturismi|Castello|54029|Zeri|MS|0|aliceporieli@legalmail.it||349-1766324|
13758|BELVEDERE|44.3500424|9.7387706000000005|045017ALB0001|Alberghi - Hotel|Via Bergugliara, 3 - Loc. Bergugliara|54029|Zeri|MS|2|hotelbelvedere.filippelli@gmail.com||0039-0187-447470|
13806|LA CATINELLA|44.350329100000003|9.7651831999999992|045017ALB0003|Alberghi - Hotel|Via VALDITERMINE, 88 - Loc. Patigno|54029|Zeri|MS|2|albergolacatinella@libero.it||0039-0187-447125|
22678|GRAN BAITA LUNIGIANA|44.3876311|9.7531351999999991|045017ALB0011|Alberghi - Hotel|Passo dei Due Santi - Loc. Zum Zeri|54029|Zeri|MS|2|info@zumzeri.eu|www.zumzeri.eu|0039-0187-1981342|
20432|IRIDE|44.323757499999999|9.7889578999999998|045017ALL0001|Alloggi Privati|Via Paretola, 30 - Fraz. Paretola|54029|Zeri|MS|0|marina.giambiasi@alice.it||0039-0187-447135|
13726|LA PULEDRA 2|44.338554100000003|9.7736198000000005|045017CAM0001|Campeggi|Provinciale Rossano Arzelato - Fraz. La dolce|54029|Zeri|MS|1|campinglapuledra2@libero.it||0039-0187-449557|
11758|TENUTE DI BADIA|43.822793045854255|10.646159648895264|046001AAT0001|Agriturismi|Via Fattoria, 10 - Badia Pozzeveri - |55010|Altopascio|LU|5|info@tenutedibadia.it|www.tenutedibadia.it|0583 276148|
11759|ANTICO CASALE TOSCANO|43.814484|10.674472|046001AAT0002|Agriturismi| - La Piaggia, 10 - Marginone|55011|Altopascio|LU|4|lapiaggia2002@libero.it|www.anticocasaletoscano.com||
11760|SIBOLLA|43.814338300000003|10.693860600000001|046001AAT0003|Agriturismi| - Ferranti, 20 - Spianate|55010|Altopascio|LU|3|info@agriturismosibolla.it|www.agriturismosibolla.it|0583 269181|
18045|CASA  FONTANINO|43.838458151532059|10.680277347564697|046001AAT0005|Agriturismi|DEL FONTANINO 3 - MARGINONE - |51100|Altopascio|LU|3|info@casafontanino.it|www.casafontanino.it|0583 277035|
21261|IL BOSCO|43.804609900000003|10.683838|046001AAT0006|Agriturismi|Via Rifoglieto, 49 |55011|Altopascio|LU|0|agriturismoilbosco@alice.it||0583 25506|
11263|AMELIA|43.8130673|10.6777263|046001AFR0002|Affittacamere|Via Firenze, 55 |55011|Altopascio|LU|0|||0583 25265|
11264|IL MESSICO|43.816029899999997|10.6754999|046001AFR0006|Affittacamere|Viale Europa, 25-27 |55011|Altopascio|LU|0|||0583 216285|
11267|IL MESSICO 1|43.815928599999999|10.674372399999999|046001AFR0016|Affittacamere|Viale Europa, 21 |55011|Altopascio|LU|0|||0583 216285|
18684|IL GIARDINO DI ARADIA|43.802148000000003|10.708356999999999|046001AFR0023|Affittacamere| - Loc. Gori - Spianate|55011|Altopascio|LU|0|ilgiardinodiaradia@libero.it|www.ilgiardinodiaradia.it||
23920|DA BEPPE 1|43.800623000000002|10.706255000000001|046001AFR0035|Affittacamere| - Loc. Seghetti, 1 - Spianate|55011|Altopascio|LU|0|affittacamerebeppe@gmail.com||349 8607845|
24718|LOCANDA IL FORNELLO|43.8368684|10.691350399999999|046001AFR0038|Affittacamere|Via Mammianese Nord, 3 - Marginone - |55011|Altopascio|LU|0|info@locandailfornello.com|www.locandailfornello.com|389 10746550|
24871|CASAL SANT'ELENA 4|43.814689600000001|10.673220799999999|046001AFR0039|Affittacamere| - Loc. Carmignani, 19 int.4 - Spianate|55011|Altopascio|LU|0|info@casalsantelena.it|www.casalsantelena.it|329 0887788|
24965|L'OSTERIA|43.811044199999998|10.678202199999999|046001AFR0040|Affittacamere|Via Roma, 38 |55011|Altopascio|LU|0|rossellaloparco79@gmail.com||366 2126140 - 334 7433400|
8432|DA PAOLA|43.817045499999999|10.670384|046001ALB0004|Alberghi - Hotel|Via F. Romea, 24 |55011|Altopascio|LU|1|info@hotelpaolalucca.it||0583 276453|
8434|LE CERBAIE|43.831033099999999|10.698515499999999|046001ALB0005|Alberghi - Hotel|Via Cerbaia, 44 Int. 1 |55011|Altopascio|LU|3|info@lecerbaie.it|www.lecerbaie.it|0583 264400|
17994|CAVALIERI DEL TAU|43.814397|10.677894|046001ALB0008|Alberghi - Hotel|Via Gavinana, 50 |55011|Altopascio|LU|3|info@cavalierideltau.it|www.cavalierideltau.it|0583 25131|
23132|ASTORIA|43.809955899999999|10.679740499999999|046001ALB0014|Alberghi - Hotel|Via Roma, 86 |55011|Altopascio|LU|3|info.hotelastoria@gmail.com|www.hotelastoria-altopascio.com|0583 264746|
11581|DA BEPPE|43.814484|10.674472|046001ALL0001|Alloggi Privati| - Seghetti, 2 - Spianate|55011|Altopascio|LU|0|affittacamerebeppe@gmail.com|www.beppeaffittacamere.it|346 9454158|
14235|BURLEO|43.797133100000003|10.6984379|046001ALL0002|Alloggi Privati|Via Lucchese Romana, 42 - Loc. Nardi - |55011|Altopascio|LU|0|info@burleo.com|www.burleo.com||
20320|LA LOGGIA|43.814852000000002|10.675641000000001|046001ALL0003|Alloggi Privati|Piazza Ricasoli, 20 |55011|Altopascio|LU|0|info@bblaloggia.it|www.bblaloggia.it|339 3382116|
23932|HOME LAURA|43.810600000000001|10.673543|046001ALL0004|Alloggi Privati|Via Regione Liguria, 14 - ingresso lato giardino posteriore |55011|Altopascio|LU|0|ladelca@yahoo.it||340 8252591|
24193|MANSARDA SULLA FRANCIGENA|43.825028000000003|10.65517|046001ALL0005|Alloggi Privati|Loc. Batanelli, 22/A |55011|Altopascio|LU|0|inoxidabile@gmail.com||0583 276934|
24925|TONY|43.825608000000003|10.653892000000001|046001ALL0006|Alloggi Privati| - Loc. Batanelli, 25 - Badia Pozzeveri|55011|Altopascio|LU|0|postaxvaleria@gmail.com||328 8844369|
25072|LOCANDA IL FORNELLO|43.836920800000001|10.6912298|046001BBI0038|Bed & Breakfast impr|Via Mammianese Nord, 3 - Marginone - |55011|Altopascio|LU|0|info@locandailfornello.com|www.locandailfornello.com|389 10746550|
25073|CASAL SANT'ELENA 4|43.814689600000001|10.673220799999999|046001BBI0039|Bed & Breakfast impr| - Loc. Carmignani, 19 int.4 - Spianate|55011|Altopascio|LU|0|info@casalsantelena.it|www.casalsantelena.it|329 0887788|
25962|EL MANGO|43.8389217|10.6923058|046001BBN0001|Bed & Breakfast non impr|Via Remo Dott. Teglia, 16 - Marginone - |55011|Altopascio|LU|0|pdo@libero.it||349 3776732|
25107|MANSARDA SULLA FRANCIGENA|43.825028000000003|10.65517|046001BBN0005|Bed & Breakfast non impr|Loc. Batanelli, 22/A |55011|Altopascio|LU|0|inoxidabile@gmail.com||0583 276934|
19586|A CASA DI LEA|43.800204999999998|10.718197|046001CAV0006|Case per Vacanze| - Loc. Martinoni, 5 - Spianate|55011|Altopascio|LU|0|info.acasadilea@gmail.com|||
19869|IL GIRASOLE|43.821075700000002|10.649289700000001|046001CAV0007|Case per Vacanze| - Loc. Carrari, 24 - |55011|Altopascio|LU|0|info@casavacanzailgirasole.com|www.casavacanzailgirasole.com|0583 276995|
24213|VILLA CERINE|43.8210774|10.6492714|046001CAV0008|Case per Vacanze|Loc. Bientina, 17 |55022|Altopascio|LU|0|contecarnelli@hotmail.it|www.villacerine.it|338 2422387|
23113|VIP|43.818676000000004|10.6830347|046001RES0005|Residence|Via delle Industrie ang. Via Grandi |55011|Altopascio|LU|2|info.vipitaly@gmail.com|www.residencevip.com|348 5606868|
11763|BELVEDERE|44.000796200000003|10.6056296|046002AAT0001|Agriturismi| - Numeracchio - Benabbio|55022|Bagni di Lucca|LU|4|maurojop@tin.it||0583 87983|
11765|IL MORO|44.034478399999998|10.6421799|046002AAT0002|Agriturismi| - Al Moro - San Gemignano|55022|Bagni di Lucca|LU|0|agriturismoilmoro@alice.it||0583 809181|
11768|LA TORRE|44.010888739910307|10.565671920776367|046002AAT0004|Agriturismi| - La Torre - Fornoli|55022|Bagni di Lucca|LU|4|info@latorreagriturismo.com|www.latorreagriturismo.com|0583 805297|
11769|IL LAGO|44.0405467|10.668785700000001|046002AAT0005|Agriturismi|Via di Castello - Casoli - |55022|Bagni di Lucca|LU|0|info@agrilagio.it|www.agrilago.it|0583 809358|
11771|PIAN DI FIUME|44.009030699999997|10.612973|046002AAT0006|Agriturismi|Via Pian di Fiume, 20 Pieve di Controne|55022|Bagni di Lucca|LU|5|info@piandifiume.it|www.piandifiume.it|0583 805751|
